autonummering;Veldcode;IDToonW;sampling_unit_code;naam;SGO__km²_;SBZ;provincie;x;y;AfstandTot;RankingGRT;SGO;Volgorde;Jaar;jaar planning;monitoringsvolgorde;adres;afgedrukt?;kopies digitaal document opgemaakt;met 2;versie veldprotocol;waterranonkels;TypischeSoorten;datum veldbezoek;jaar monitoring;doelhabitat;invoerwijze;klasse;reden geen bemonstering/ongeschikt;opmerking;"Ingevoerd in INBOVEG:1=ja; 0=nee";user_reference;SchaduwRS8m;Meermaals bezocht per jaar;locatie SO of SA verschoven (xy aangepast tov origineel aangereikt meetpunt, volgens protocol);SchaduwBoom (uit inboveg);lengte duiker/brug (uit inboveg);lengte bodemplaat (uit inboveg);werk nodig;;;;;
241;Voer_09;;1_4_24;Voer;;outside;;251834,15;160681,43;;3048322;;22;;2021_reserve1;;;ja;ja;nee;1.2;nee;GroenDen;23/07/2021;2021;3260;digitaal;mon3260;;;1;#NAAM?;;;nee;25;4;0;;;;;;
242;Dommel_14;;1_4_63;Dommel;;outside;;226051,39;200386,41;;4055250;;29;;2021_reserve2;G/ samen met andere in Dommel;;ja;ja;nee;1.2;nee;PotamPol, mss CalliHam;26/07/2021;2021;3260;digitaal;mon3260;;;1;#NAAM?;;;nee;20;7;0;;;;;;
243;Plat_01;;1_7_74832;Het Plat;;outside;;219975,38;210484,75;;4136210;;30;;2021_reserve2;;;ja;ja;nee;1.2;ja;nabij RanunPel & PotamPol lang geleden;26/07/2021;2021;gh;analoog + digitaal;uitval (gh);permanent ongeschikt: droog;;1;#NAAM?;;;nee;95;0;0;;;;;;
244;LosBe_01;;1_7_61527;Lossingsbeek;;outside;;176256,33;179597,77;;3280774;;24;;2021_reserve2;;;ja;ja;nee;1.2;nee;PotamBer;27/07/2021;2021;gh;digitaal;uitval (gh);permanent ongeschikt: schaduw;;1;#NAAM?;;;nee;40;0;0;;;;;;
245;Ede_01;;1_4_1358;Ede;;outside;;86343,1;208726,13;;1372353;;7;;2021_primair;F/ samen met andere in Oost-Vlaanderen;;ja;ja;nee;1.2;nee;CalliHam;27/07/2021;2021;3260;digitaal;mon3260;;;1;#NAAM?;;;nee;20;8;0;;;;;;
246;ZilBe_02;;1_4_1466;Ziltbeke;;outside;;81260,43;212914,62;;2151105;;15;;2021_reserve1;F/ samen met andere in Oost-Vlaanderen;;ja;ja;nee;1.2;ja;CalliHam, RanunAqu;27/07/2021;2021;3260;digitaal;mon3260;;;1;#NAAM?;;;nee;15;0;0;;;;;;
247;DesNe_01;853;1_4_853;DESSELSE NEET;10-50;intersecting or downstream;Antwerpen;200562,9751;215903,9776;17,678902;494838;>10;;2022;2022_primair1;E/;;ja;ja;nee;1.2;nee;PotamBer;30/05/2022;2022;gh;;uitval (gh);;;;#NAAM?;;;nee;25;;;;;;;;
248;DesNe_02;851;1_4_851;DESSELSE NEET;10-50;intersecting or downstream;Antwerpen;200411,7993;215822,215;1,795515;756982;>10;;2022;2022_primair1;E/;;ja;ja;nee;1.2;ja;PotamBer, RanunBat in 2016 (PotamObt in 2006);30/05/2022;2022;gh;;uitval (gh);;;;#NAAM?;;;nee;5;;;;;;;;
249;IttBe_01;516;1_4_516;ITTERBEEK;10-50;intersecting or downstream;Limburg;239836,4095;202029,3509;1,407089;947026;>10;;2022;2022_primair2;C/ samen met Brand;;ja;ja;nee;1.2;nee;CalliHam;31/05/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;10;;;;;;;;
250;SchNe_02;1189;1_4_1189;SCHEPPELIJKE NETE;10-50;outside;Antwerpen;207415,3732;210723,7608;12,076966;1006710;>10;;2023;2022_reserve;;;ja;ja;mss;1.2;ja;CalliHam, PotamBer, RanunPel;2/06/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;5;;;;;;;;
251;SchNe_01;1172;1_4_1172;SCHEPPELIJKE NETE;10-50;outside;Antwerpen;205843,0685;210444,8742;10,596212;483446;>10;;2022;2022_primair1;E/ of D/;;ja;ja;mss;1.2;ja;CalliHam, RanunBat (2016);2/06/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;15;;;;;;;;
252;LoeNe_01;1309;1_4_1309;LOEIJENS NEETJE;10-50;outside;Antwerpen;196022,7355;215574,4424;10,787975;378102;>10;;2022;2022_primair1;E/;;ja;ja;nee;1.2;ja;"PotamBer, PotamObt, PotamPer, RanunBat (2008, 2011, 2015, 2017; VMM&INBO)";2/06/2022;2022;3260;;uitval (ongeschikt);permanent ongeschikt: schaduw;"hermeandering; teveel schaduw";;#NAAM?;;;nee;30;;;;;;;;
253;KaaBe_01;772;1_4_772;KAATSBEEK;<10;outside;Limburg;228295,3843;179644,3265;17,259705;351794;<10;;2022;2022_primair3;B/;;ja;ja;nee;1.2;nee;CalliHam;3/06/2022;2022;3260;;niet meetellen (is vervangen);permanent ongeschikt: schaduw;;;#NAAM?;;;nee;35;;;;;;;;
254;KaaBe_01a;;;;;;;228215;179699;;;;;;;;;ja;ja;nee;1.2;;;3/06/2022;2022;3260;;mon3260;;vervangtraject KaaBe_01;;#NAAM?;;;ja;5;;;;;;;;
255;Stiemer_01;1495;1_4_1495;STIEMER;<10;outside;Limburg;230211,1351;186888,3908;7,967182;93650;<10;;2022;2022_primair3;B/;;ja;ja;nee;1.2;;CalliHam, PotamPol;3/06/2022;2022;3260;;uitval (ongeschikt);permanent ongeschikt: schaduw;;;#NAAM?;;;nee;70;;;;;;;;
256;BosBe_01;674;1_4_674;BOSBEEK;10-50;intersecting or downstream;Limburg;236314,4924;191366,281;8,423581;559698;>10;;2022;2022_primair3;B/;;ja;ja;nee;1.2;nee;CalliHam;3/06/2022;2022;3260;;uitval (ongeschikt);permanent ongeschikt: schaduw;;;#NAAM?;;;nee;60;;;;;;;;
257;Berwijn_01;329;1_4_329;BERWIJN;>50;intersecting or downstream;Limburg;243642,0031;161000,3554;6,785058;88754;>10;;2022;2022_primair;F/ Voeren;;ja;ja;nee;1.2;ja;RanunFlu;;2022;ongekend (geen opname);;uitval (ongeschikt);permanent ongeschikt: door hoog % overwelving;;;#NAAM?;;;nee;;;;;;;;;
258;Berwijn_02;320;1_4_320;BERWIJN;>50;intersecting or downstream;Limburg;242974,052;161358,8003;0,826573;391346;>10;;2022;2022_primair;F/ Voeren;;ja;ja;nee;1.2;ja;FontiAnt, RanunFlu;5/07/2022;2022;ongekend (geen opname);;uitval (ontoegankelijk);permanent ongeschikt: niet meer bereikbaar op een veilige manier;;;#NAAM?;;;nee;;;;;;;;;
259;Berwijn_03;348;1_4_348;BERWIJN;>50;intersecting or downstream;Limburg;245151,9591;161385,9056;4,828103;2241970;>10;;2023;2022_reserve;;;ja;ja;nee;1.2;ja;RanunFlu;5/07/2022;2022;3260;;uitval (ongeschikt);permanent ongeschikt: schaduw;;;#NAAM?;;;nee;55;;;;;;;;
260;Voer_08;;1_4_31;VOER;<10;outside;Limburg;252130,9613;160064,3254;;;;;2022;2022_primair;F/ Voeren;;ja;ja;nee;1.2;nee;CalliHam, FontiAnt, GroenDen;5/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;25;;;;;;;;
261;NooMa_02;1088;1_4_1088;GELSLOOPKE;<10;intersecting or downstream;Antwerpen;186945,4704;232226,7945;11,965109;1047854;<10;;2022;2022_primair;samen met LN?;;ja;ja;nee;1.2;mss;"CalliHam, RanunAqua? (2015; INBO)";6/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;2;;;;;;;;
262;ZilBe_01;1464;1_4_1464;ZILTBEKE;<10;outside;Oost-Vlaanderen;81436,76618;212954,7701;12,683448;434881;<10;;2023;2022_eerste_reserve (Oost-Vlaanderen);samen met andere in Oost-Vlaanderen voor Steven;;ja;ja;nee;1.2;ja;CalliHam, RanunAqu;7/07/2022;2022;ongekend (geen opname);;uitval (tijdelijk ongeschikt);tijdelijk ongeschikt: drooggevallen;volgend jaar opnieuw;;#NAAM?;;;nee;;;;;;;;;
263;WalBo_01;1690;1_4_1690;NA;<10;intersecting or downstream;Vlaams-Brabant;186150,6727;180314,792;15,594931;1150886;<10;;2022;2022_primair;samen met LN of op weg naar Oost-Vlaanderen?;;ja;ja;nee;1.2;nee;PotamPol;11/07/2022;2022;gh;;uitval (gh);;;;#NAAM?;;;nee;10;;;;;;;;
264;Dommel_05;783;1_4_783;DOMMEL;>50;intersecting or downstream;Limburg;223428,5451;215626,0317;8,062744;63762;>10;;2022;2022_primair;D/ samen met andere Dommel;;ja;ja;ja;1.2;nee;CalliHam;15/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;10;;;;;;;;
265;Dommel_10;1117;1_4_1117;DOMMEL;>50;intersecting or downstream;Limburg;223461,3057;217154,0529;14,316452;1018130;>10;;2023;2022_reserve;;;ja;ja;ja;1.2;nee;CalliHam;15/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;1;;;;;;;;
266;Dommel_09;1110;1_4_1110;DOMMEL;>50;intersecting or downstream;Limburg;223798,5723;217741,6208;7,036944;2246930;>10;;2023;2022_reserve;;;ja;ja;ja;1.2;nee;CalliHam;15/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;7;;;;;;;;
267;Dommel_03;95;1_4_95;DOMMEL;>50;intersecting or downstream;Limburg;224626,8689;212537,6351;15,739421;946450;>10;;2022;2022_primair;A/ samen met Zwarte Beek?;;ja;ja;mss;1.2;nee;CalliHam;15/07/2022;2022;3260;;uitval (ongeschikt);permanent ongeschikt: schaduw;;;#NAAM?;;;nee;40;;;;;;;;
268;Maas_32;;1_7_8910;Maas;>50;intersecting or downstream;;252911,5405;203305,7527;;690658;> 10 km²;;2023;2022_reserve;G/ indien nodig: eind vh seizoen, samen met andere van Maas;;ja;ja;ja;1.2;nee;CalliHam;28/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
269;Maas_31;;1_7_8876;Maas;>50;intersecting or downstream;;252527,8479;200331,129;;655778;> 10 km²;;2022;2022_primair;G/ indien nodig: eind vh seizoen, samen met andere van Maas;;ja;ja;ja;1.2;nee;PotamNod;28/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
270;Maas_35;;1_7_8873;Maas;>50;intersecting or downstream;;252574,2892;200036,8274;;2498978;> 10 km²;;2023;2022_reserve;G/ indien nodig: eind vh seizoen, samen met andere van Maas;;ja;ja;ja;1.2;nee;PotamNod;28/07/2022;2022;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
271;Dommel_08;899;1_4_899;DOMMEL;>50;intersecting or downstream;Limburg;224594,6011;208014,2136;10,991318;678674;>10;;2022;2022_primair;A/ samen met Zwarte Beek?;;ja;ja;mss;1.2;nee;CalliHam;29/07/2022;2022;gh;;uitval (tijdelijk ongeschikt);tijdelijk ongeschikt: beperkt doorzicht door afgelopen dagen veel regenval;volgend jaar opnieuw;;#NAAM?;;;nee;15;;;;;;;;
272;MunLo_01;1515;1_4_1515;MUNTLOOP;10-50;outside;Antwerpen;175351,3587;236847,3096;6,346973;952670;>10;;2023;2023_01_primair;F;;;;nee;;nee;"CalliHam (2016; mon3260)";22/06/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;10;;;;;;;;
273;GouLo_12;806;1_4_806;GOUWBERGSE LOOP;<10;intersecting or downstream;Antwerpen;179905,6185;243386,6229;13,141425;2485086;<10;;2023;2023_01_primair;F;;;;nee;;nee;"CalliHam (2016; mon3260)";22/06/2023;2023;gh;;uitval (gh);;;;#NAAM?;;;nee;0;;;;;;;;
274;ZilBe_01;1464;1_4_1464;ZILTBEKE;<10;outside;Oost-Vlaanderen;81436,76618;212954,7701;12,683448;434881;<10;;2023;2023_01_primair;A juni!;;;;nee;;ja;"CalliHam, RanunAqu (2017; Mon3260)";26/06/2023;2023;ongekend (geen opname);;uitval (tijdelijk ongeschikt);tijdelijk ongeschikt: drooggevallen;"gemeten <= 2019; gemeten in 2022 (maar droog); in 2024 nogmaals (als eerste; half mei of begin juni!!)";;#NAAM?;;;nee;15;;;;;;;;
275;LoeNe_02;1320;1_4_1320;LOEIJENS NEETJE;10-50;outside;Antwerpen;197019,2286;218119,8462;6,698182;1762550;>10;;2024;2023_02_volgende;E_midden samen Daelemansloop;;;;nee;;ja;"PotamObt, RanunBatG (2018; mon3260)";27/06/2023;2023;gh;;uitval (gh);;;;#NAAM?;;;nee;0;;;;;;;;
276;DesNe_03;1458;1_4_1458;DESSELSE NEET;10-50;intersecting or downstream;Antwerpen;202424,0752;217095,3648;8,716676;2685046;>10;;2024;2023_02_volgende;E_midden samen met Daelemansloop;;;;nee;;mss;"PotamObt (2018; mon3260)";27/06/2023;2023;gh;;uitval (gh);;;;#NAAM?;;;nee;8;;;;;;;;
277;BosBe_02;55;1_4_55;BOSBEEK;>50;intersecting or downstream;Limburg;242952,8634;197998,6957;11,286407;2369362;>10;;2024;2023_02_volgende;D_midden heuvelsven?;;;;nee;;nee;"CalliHam (2017; mon3260)";28/06/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;5;;;;;;;;
278;Dommel_08;899;1_4_899;DOMMEL;>50;intersecting or downstream;Limburg;224594,6011;208014,2136;10,991318;678674;>10;;2023;2023_01_primair;D_midden;;ja;ja;nee;1.2;nee;CalliHam;29/06/2023;2023;gh;;uitval (gh);;;;#NAAM?;;;nee;20;;;;;;;;
279;WarBe_03;404;1_4_404;WARMBEEK;10-50;outside;Limburg;229115,9577;209081,3738;11,37818;2129938;>10;;2024;2023_02_volgende;D_midden;;;;nee;;ja;"CalliHam, RanunPel (2019; mon 3260)";29/06/2023;2023;gh;;uitval (gh);;;;#NAAM?;;;nee;0;;;;;;;;
280;Voer_02;956;1_4_956;VOER;10-50;intersecting or downstream;Limburg;251490,8619;160895,34;15,685379;2589570;>10;;2024;2023_02_volgende;G_begin juli;;;;nee;;nee;"FontiAnt, GroenDen, PotamBer (2017; mon3260)";3/07/2023;2023;ongekend (geen opname);;uitval (ontoegankelijk);;;;#NAAM?;;;nee;;;;;;;;;
281;Voer_06;1041;1_4_1041;VOER;10-50;intersecting or downstream;Limburg;250076,5448;161383,8616;6,33906;3431858;>10;;2025;2023_03_reserve;G_begin juli;;;;nee;;ja;"RanunFlu (2019; wrnbe)";3/07/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;5;;;;;;;;
282;Voer_01;9;1_4_9;VOER;10-50;intersecting or downstream;Limburg;246975,4858;162158,3508;1,908662;3483058;>10;;2025;2023_03_reserve;G_begin juli;;;;nee;;ja;"FontiAnt, RanunFlu (2019; mon3260)";3/07/2023;2023;3260;;uitval (ongeschikt);;;;#NAAM?;;;nee;35;;;;;;;;
283;Berwijn_04;359;1_4_359;BERWIJN;>50;intersecting or downstream;Limburg;245580,9837;161040,0032;15,507304;3173042;>10;;2025;2023_03_reserve;G_begin juli;;;;nee;;ja;"RanunFlu (2018; mon3260)";3/07/2023;2023;ongekend (geen opname);;uitval (ontoegankelijk);;;;#NAAM?;;;nee;;;;;;;;;
284;Berwijn_05;317;1_4_317;BERWIJN;>50;intersecting or downstream;Limburg;242803,094;161362,5151;11,383356;3799218;>10;;2025;2023_03_reserve;G_begin juli;;;;;;;onbereikbaar?;3/07/2023;2023;ongekend (geen opname);;uitval (ontoegankelijk);;VRAAG AAN VMM;;#NAAM?;;;nee;;;;;;;;;
285;SchNe_04;;1_4_565;SCHEPPELIJKE NETE;10-50;outside;Antwerpen;203664,539;209630,135;;;;;2024;2023_02_volgende;C_vroeg_WR;;;;nee?;;ja;"PotamBer, RanunPel (2017; mon3260)";4/07/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;1;;;;;;;;
286;SchNe_03;1166;1_4_1166;SCHEPPELIJKE NETE;10-50;outside;Antwerpen;205330,5876;210333,0813;18,577613;1370998;>10;;2024;2023_02_volgende;C_vroeg_WR;;;;nee?;;ja;CalliHam, PotamObt, RanunPel (2017 mon3260);4/07/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;30;;;;;;;;
287;SchNe_05;1198;1_4_1198;SCHEPPELIJKE NETE;10-50;outside;Antwerpen;208236,0361;210749,2352;20,911619;1596534;>10;;2024;2023_02_volgende;C_vroeg_WR;;;;nee;;ja;CalliHam, PotamBer, RanunPel (2017 mon3260);4/07/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
288;IPA_ZN01;;;Zwarte Nete;;;;;;;;;;;;;;;;;;;;4/07/2023;2023;gh;;;;extra gemeten op vraag van provincie Antwerpen (inventarisatie provincie Antwerpen Zwarte Nete);;#NAAM?;;;;0,5;;;;;;;;
289;IPA_ZN02;;;Zwarte Nete;;;;;;;;;;;;;;;;;;;;4/07/2023;2023;gh;;;;extra gemeten op vraag van provincie Antwerpen (inventarisatie provincie Antwerpen Zwarte Nete);;#NAAM?;;;;15;;;;;;;;
290;KleNe_03;603;1_4_603;KLEINE NETE;>50;intersecting or downstream;Antwerpen;184630,4418;208996,0251;12,365363;2291670;>10;;2024;2023_02_volgende;SAMEN;;;;ja;;nee;"FontiAnt (2017; Mon3260)";11/08/2023;2023;3260;;uitval (ongeschikt);permanent ongeschikt: hermeandering ;;;#NAAM?;;;nee;0,5;;;;;;;;
291;GroNe_10;1393;1_4_1393;GROTE NETE;>50;intersecting or downstream;Antwerpen;199781,6997;203276,7698;8,218331;2133494;>10;;2023;2023_01_primair;C;;;;nee;;nee;"FontiAnt (2017; Mon3260)";11/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;8,5;;;;;;;;
292;GroNe_07;1535;1_4_1535;GROTE NETE;10-50;intersecting or downstream;Antwerpen;207480,5224;205708,6977;5,263574;3729270;>10;;2025;2023_03_reserve;C reserve;;;;nee;;ja;"RanunPel (mon3260; 2019)";11/08/2023;2023;3260;;uitval (ongeschikt);permanent ongeschikt: schaduw;;;#NAAM?;;;nee;65;;;;;;;;
293;Maas_23;1815;1_4_1815;MAAS;>50;intersecting or downstream;Limburg;243237,7926;176989,8337;18,228712;2853618;>10;;2024;2023_02_volgende;Y_Maas;;;;;;;;14/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
294;Maas_19;1824;1_4_1824;MAAS;>50;intersecting or downstream;Limburg;243401,5278;177860,9634;15,039577;1309170;>10;;2023;2023_01_primair;X_Maas;;;;;;;;14/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
295;Maas_18;1811;1_4_1811;MAAS;>50;intersecting or downstream;Limburg;243005,0078;176670,6351;15,489548;1135858;>10;;2023;2023_01_primair;X_Maas;;;;;;;;14/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
296;Maas_25;1810;1_4_1810;MAAS;>50;intersecting or downstream;Limburg;242930,589;176604,6181;27,330707;3757298;>10;;2025;2023_03_reserve;Z_Maas;;;;;;;;14/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
297;Maas_22;292;1_4_292;MAAS;>50;intersecting or downstream;Limburg;247113,5827;182946,6052;16,619891;2477554;>10;;2024;2023_02_volgende;Y_Maas;;;;;;;;16/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
298;Maas_20;270;1_4_270;MAAS;>50;intersecting or downstream;Limburg;246741,7192;184338,7835;9,1536;2252274;>10;;2024;2023_02_volgende;Y_Maas;;;;;;;;16/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
299;Maas_26;259;1_4_259;MAAS;>50;intersecting or downstream;Limburg;245884,0881;183716,2758;40,170543;3886578;>10;;2025;2023_03_reserve;Z_Maas;;;;;;;;16/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
300;Maas_21;1859;1_4_1859;MAAS;>50;intersecting or downstream;Limburg;245486,0601;179315,6867;17,385612;2476530;>10;;2024;2023_02_volgende;Y_Maas;;;;;;;;16/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
301;Maas_08;188;1_4_188;MAAS;>50;intersecting or downstream;Limburg;248161,713;188823,1368;9,919758;266578;>10;;2023;2023_01_primair;X_Maas;;;;;;;;17/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
302;Maas_10;191;1_4_191;MAAS;>50;intersecting or downstream;Limburg;248134,108;188525,6728;8,527377;790866;>10;;2023;2023_01_primair;X_Maas;;;;;;;;17/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
303;Maas_12;200;1_4_200;MAAS;>50;intersecting or downstream;Limburg;247577,6816;187835,5887;33,648164;2548050;>10;;2024;2023_02_volgende;Y_Maas;;;;;;;;17/08/2023;2023;3260;;mon3260;;"te gevaarlijk; moeilijk te betreden; volgende keer niet meer meten --> ongeschikt";;#NAAM?;;;nee;0;;;;;;;;
304;Maas_09;208;1_4_208;MAAS;>50;intersecting or downstream;Limburg;247171,9268;187154,8496;7,909452;435538;>10;;2023;2023_01_primair;X_Maas;;;;;;;;17/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
305;Maas_11;207;1_4_207;MAAS;>50;intersecting or downstream;Limburg;247213,8569;187245,5671;16,274087;1484114;>10;;2023;2023_01_primair;X_Maas;;;;;;;;17/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
306;Maas_03;114;1_4_114;MAAS;>50;intersecting or downstream;Limburg;248392,9994;195090,3685;12,175127;819282;>10;;2024;2023_01_primair;X_Maas;;;;;;;;18/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
307;Maas_05;118;1_4_118;MAAS;>50;intersecting or downstream;Limburg;248393,3584;194692,6883;15,075944;2342994;>10;;2024;2023_02_volgende;Y_Maas;;;;;;;;18/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
308;Maas_06;128;1_4_128;MAAS;>50;intersecting or downstream;Limburg;248118,5225;193739,0394;25,119387;3406162;>10;;2025;2023_03_reserve;Z_Maas;;;;;;;;18/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
309;Maas_14;173;1_4_173;MAAS;>50;intersecting or downstream;Limburg;248250,0068;190286,2745;3,588816;3402066;>10;;2025;2023_03_reserve;Z_Maas;;;;;;;;18/08/2023;2023;3260;;mon3260;;;;#NAAM?;;;nee;0;;;;;;;;
310;ZilBe_02;;1_4_1466;Ziltbeke;;outside;;81260,43;212914,62;;2151105;;;2026;2024_02_secundair;"A eerst; valt snel droog";;;;nee;;ja;CalliHam, RanunAqu;7/06/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
311;ZilBe_01;1464;1_4_1464;ZILTBEKE;<10;outside;Oost-Vlaanderen;81436,76618;212954,7701;12,683448;434881;<10;;2023;2024_01_primair;"A eerst; valt snel droog (eind mei of begin juni)";;;;nee;;;;7/06/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
312;Ede_01;1358;1_4_1358;EDE;<10;outside;Oost-Vlaanderen;86343,09698;208726,134;12,436704;1372353;<10;;2026;2024_01_primair;A samen met ZilBe, BorBe, Ede;;;;nee;;nee;CalliHam;2022-xx-xx;2022;gh;;uitval (gh);"in 2022 bezocht; gh";;;;;;;;;;;;;;;
313;BorBe_03;;1_7_121104;Bornebeek;;intersecting or downstream;;74883,26128;200027,5395;;1153089;< 10 km²;;2026;2024_01_primair;A samen met ZilBe, BorBe, Ede;;;;nee;;nee;PotamPol;7/06/2024;2024;3260;;mon3260;;;1;#NAAM?;;;nee;;;;;;;;;
314;AntGr_01;1143;1_4_1143;ANTITANKKANAAL;10-50;outside;Antwerpen;153679,2513;226383,3149;14,390935;485342;>10;;2023;2024_01_primair;B samen met LN opname;;;;ja;;nee;LurNat;10/06/2024;2024;3/12/1908;;mon3260;;;1;#NAAM?;;;nee;;;;;;;;;
315;Asbeek_03;;1_7_31125;Asbeek;;intersecting or downstream;;207857;203884;;;;;2026;2024_02_secundair;D;;;;nee;;nee;CalliHam;14/06/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
316;Dommel_11;;1_7_20555;Dommel;;intersecting or downstream;;223963,0733;218233,3332;;2050322;> 10 km²;;2026;2024_02_secundair;F;;;;ja;;nee;CalliHam, Fonti, PotamBer;25/06/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
317;KlHGr_06;;1_7_55007;Kleine Hoofdgracht;;outside;;215473,16;208705,29;;2706038;;;2026;2024_02_secundair;D;;;;nee;;nee;PotamPol;25/06/2024;2024;3260;;mon3260;;;1;#NAAM?;;;nee;;;;;;;;;
318;KlHGr_04;;1_7_55005;Kleine Hoofdgracht;;outside;;215670,92;208736,54;;1444470;;;2026;2024_01_primair;D;;;;nee;;nee;PotamPol;25/06/2024;2024;3260;;mon3260;;;1;#NAAM?;;;nee;;;;;;;;;
319;SchNe_10;;1_7_34547;Scheppelijke Nete;;outside;;205017,74;210236,4;;2124662;;;2026;2024_02_secundair;G;;;;nee;;ja;RanunBat??;25/06/2024;2024;3260;;mon3260;;laatste stuk privé en niet bereikbaar;1;#NAAM?;;;nee;;;;;;;;;
320;KleBe_01;;1_7_171136;Kleinebeek;;intersecting or downstream;;203228;191966;;;;;2026;2024_02_secundair;E;;;;nee;;nee;PotamPol;4/07/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
321;Stiemer_03;593;1_4_593;STIEMER;<10;outside;Limburg;231009,1739;187439,165;3,733052;1618386;<10;;2026;2024_02_secundair;E;;;;nee;;nee;CalliHam;4/07/2024;2024;3260;;mon3260;;;1;#NAAM?;;;nee;;;;;;;;;
322;Dommel_13;;1_4_73;Dommel;;outside;;225718,56;199456,82;;1704146;;;2026;2024_01_primair;C;;;;nee;;nee;PotamPol;4/07/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
323;BolBe_10;;1_7_19473;Bollisenbeek;;intersecting or downstream;;221778,8575;201796,2457;;2566354;> 10 km²;;2026;2024_02_secundair;C;;;;nee;;nee;PotamPol;5/07/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
324;BolBe_09;;1_7_19326;Bollisenbeek;;intersecting or downstream;;221617,5874;201378,4386;;2123986;> 10 km²;;2026;2024_02_secundair;C;;;;nee;;nee;gh?;5/07/2024;2024;3260;;mon3260;;;1;#NAAM?;;;nee;;;;;;;;;
325;WarBe_06;;1_7_140445;Warmbeek;;outside;;229059,6;208055,24;;1040402;;;2026;2024_01_primair;C;;;;nee;;ja;PotamObt, RanunPel;5/07/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
326;WarBe_04;;1_7_3419;Warmbeek;;intersecting or downstream;;228740,444;210508,024;;1764882;> 10 km²;;2026;2024_02_secundair;C;;;;nee;;nee;extrapol;5/07/2024;2024;3260;;uitval (ongeschikt);teveel schaduw;;1;#NAAM?;;;nee;;;;;;;;;
327;DesNe_05;;1_4_838;DESSELSE NEET;10-50;intersecting or downstream;Antwerpen;199502;215645;;;;;2026;2024_02_secundair;G;;;;nee;;ja;RanunPel;8/07/2024;2024;3260;;uitval (ongeschikt);teveel schaduw;;1;#NAAM?;;;nee;;;;;;;;;
328;LoeNe_03;;1_7_30980;Loeijens Neetje;;outside;;197117,56;218240,25;;2811126;;;2026;2024_02_secundair;G;;;;nee;;ja;PotamObt, RanunBat;8/07/2024;2024;gh;;uitval (gh);;;1;#NAAM?;;;nee;;;;;;;;;
